,id,conversation_id,date,username,tweet_processed,hashtags,tweet_original,target
85,1.16277E+18,1.16277E+18,8/17/2019,friedonbusiness,"“A  to life is so important. It’s very possible... by being in a  mood you’re depressing your immune system, meaning you cannot fight diseases as best you can.” Drs. Joan and Peter Cohn. Get out there and spread  today!","['#positiveapproach', '#depressed', '#positivity']","Saturday Soap Box ?? “A #positiveapproach to life is so important. It’s very possible... by being in a #depressed mood you’re depressing your immune system, meaning you cannot fight diseases as best you can.” Drs. Joan and Peter Cohn. Get out there and spread #positivity today! pic.twitter.com/wjcd24SuDb",0
86,1.16277E+18,1.16277E+18,8/17/2019,sadtimes0813,Can’t eat. Can’t sleep. Everything is just falling to pieces ?? I’m so tired of watching my world crumble,['#depressed'],Can’t eat. Can’t sleep. Everything is just falling to pieces ?? I’m so tired of watching my world crumble #depressed,1
89,1.16276E+18,1.16276E+18,8/17/2019,semsannen_,I'm stuck around 885 for so long  I haven't gained a follow today! 1!!1!1!1!  Im  now  Gonna   /s,"['#depressed', '#deactivate']",I'm stuck around 885 for so long  I haven't gained a follow today! 1!!1!1!1!  Im #Depressed now  Gonna #Deactivate  /s,0
92,1.16276E+18,1.16276E+18,8/17/2019,maudlinmuse,Today I ate 1 month old rancid meat because I forgot what month it was.   .,"['#depressed', '#sick', '#meat']",Today I ate 1 month old rancid meat because I forgot what month it was. #depressed #sick #meat.,1
94,1.16275E+18,1.16275E+18,8/17/2019,sadtimes0813,It always hurts to be the one who cared more ??,"['#depressed', '#sad']",It always hurts to be the one who cared more ?? #depressed #sad,1
96,1.16275E+18,1.16275E+18,8/17/2019,_bluenightx,I'm having trouble catching my breath.,"['#anxiety', '#depressed']",I'm having trouble catching my breath.  #anxiety #depressed,1
99,1.16273E+18,1.16273E+18,8/17/2019,puffpuffnpass1,Plum Blossom Patterned White Ceramic Smoking Pipe  ,"['#stoner', '#instahookah', '#depressed']",#stoner #instahookah #depressed Plum Blossom Patterned White Ceramic Smoking Pipe  pic.twitter.com/FmQqWE7Y6M,0
101,1.16273E+18,1.16273E+18,8/17/2019,masederealwolf,just got my phone confiscated for doing an anxiety test  great.  whelp bye again.,['#depressed'],just got my phone confiscated for doing an anxiety test  great.  whelp bye again. #depressed,0
112,1.16271E+18,1.16271E+18,8/17/2019,ilyseroyal,I normally don’t talk about myself. But i feel like shit.  I just lost my challenge match in tennis so now my position is going down. And i wouldn’t be so mad if the didn’t call balls that were on the line.  Like come on girl. Stop cheating.,"['#tennis', '#depressed']",I normally don’t talk about myself. But i feel like shit.  I just lost my challenge match in tennis so now my position is going down. And i wouldn’t be so mad if the didn’t call balls that were on the line.  Like come on girl. Stop cheating. #tennis #depressed,1
115,1.1627E+18,1.1627E+18,8/17/2019,amishman9000,"The world I was raised in there is no give in take just take,take,take,take,take,take,take,take even when you don't think you have anything left to give the world wants that to. I could go for some positive vibes today. ",['#depressed'],"The world I was raised in there is no give in take just take,take,take,take,take,take,take,take even when you don't think you have anything left to give the world wants that to. I could go for some positive vibes today. #depressed",1
130,1.16267E+18,1.16267E+18,8/17/2019,sadtimes0813,"Everyone tells me the pain will fade. Maybe I don’t want it to, it’s the only thing that still connects me to you   ","['#sheleft', '#sad', '#depressed']","Everyone tells me the pain will fade. Maybe I don’t want it to, it’s the only thing that still connects me to you #sheleft #sad #depressed",1
141,1.16261E+18,1.16261E+18,8/17/2019,jameswifties,"When I say ""I want to die"", they say""Let's do it, no one gonna care you anymore"" It's make me feel pity of my life more. I just want someone to hug me when I cry. But it not gonna happen.""","['#depressed', '#???????????']","When I say ""I want to die"", they say""Let's do it, no one gonna care you anymore"" It's make me feel pity of my life more. I just want someone to hug me when I cry. But it not gonna happen.  #depressed #???????????",1
142,1.16261E+18,1.16261E+18,8/17/2019,briannakole19,Apparently a mosquito bit the inside of my thigh and all I can think of is how that’s the most action I’ve had in months.,['#depressed'],Apparently a mosquito bit the inside of my thigh and all I can think of is how that’s the most action I’ve had in months.  #depressed,1
144,1.1626E+18,1.1626E+18,8/17/2019,shy91771526,Why do I always feel the need to document my attacks? So I look back and see how dumb and helpless I look? Just a bad one. Haven’t had them in a while. I need tips and tricks to shorten them.,"['#depressed', '#anxiety', '#help']",Why do I always feel the need to document my attacks? So I look back and see how dumb and helpless I look? Just a bad one. Haven’t had them in a while. I need tips and tricks to shorten them. #depressed #anxiety #help,1
145,1.1626E+18,1.1626E+18,8/17/2019,aleuthemermaid,I miss my mom. The dreams are too much.,['#depressed'],I miss my mom. The dreams are too much. #depressed,1
146,1.16259E+18,1.16259E+18,8/17/2019,gracie_m721,I feel so confused Right now... One topic is telling me- you gotta move on or ditch this dude....  Another topic appeared saying- let's have a good time baby...  What the fuck dudes..,"['#discombulated', '#confused', '#depressed']",I feel so confused Right now... One topic is telling me- you gotta move on or ditch this dude....  Another topic appeared saying- let's have a good time baby...  What the fuck dudes.. #discombulated #confused #depressed,0
154,1.16256E+18,1.16256E+18,8/17/2019,hashtagsaloobin,Often I go to bed as soon after dinner as seems adult (I mean I try to wait for dark) in order to push away from the massive pain in sleep’s frail wicker coracle.,"['#often', '#depressed', '#sad']",Often I go to bed as soon after dinner as seems adult (I mean I try to wait for dark) in order to push away from the massive pain in sleep’s frail wicker coracle.#often #depressed #Sad,1
156,1.16256E+18,1.16256E+18,8/17/2019,hashtagsaloobin,When i have nobody to talk to. Nobody to rely on. Trap in my own space. Living becomes so meaningless.  ?,"['#depressed', '#mylifematters']",When i have nobody to talk to. Nobody to rely on. Trap in my own space. Living becomes so meaningless. #depressed #mylifematters?,1
159,1.16254E+18,1.16254E+18,8/17/2019,nctzoozeus,low-key high-key  i’m not at kcon la rn?? I WANNA GO SO BAD OMG y’all better catch me next year at kcon la 2020 having high-touch with my boys seungwoo and eunsang akshsj,['#depressed'],low-key high-key #depressed i’m not at kcon la rn?? I WANNA GO SO BAD OMG y’all better catch me next year at kcon la 2020 having high-touch with my boys seungwoo and eunsang akshsj,0
161,1.16254E+18,1.16254E+18,8/17/2019,vaporaccessshop,Cavalry Style Electronic Cigarette  pic.twitter.com/3ia1npbgPU,"['#stoner', '#instahookah', '#depressed']",#stoner #instahookah #depressed Cavalry Style Electronic Cigarette  pic.twitter.com/3ia1npbgPU,0
163,1.16254E+18,1.16254E+18,8/17/2019,masederealwolf,I’m so fuckin upset rn. Not coming back to twitter for a while. I’m so fucking done with everything rn. This sucks.,['#depressed'],I’m so fuckin upset rn. Not coming back to twitter for a while. I’m so fucking done with everything rn. This sucks. #depressed,1
169,1.16252E+18,1.16252E+18,8/17/2019,hulk27watkins,You all ever heard a song so good but now you cant remember it,"['#depressed', '#forgetfulmind']",Y’all ever heard a song so good but now you cant remember it #depressed #forgetfulmind,0
175,1.16251E+18,1.16251E+18,8/16/2019,therabbitchu,I am so forlorn there are no words to express it accurately......,"['#despair', '#depressed', '#forlorn']",I am so forlorn there are no words to express it accurately...... #despair #depressed #forlorn,1
176,1.1625E+18,1.1625E+18,8/16/2019,wildfoxtherapy,Nobody chooses to be . But we do have the power to choose how we deal with it. We can give in & let the black dog hound us.  Or we can choose to fight the inner b*tch that keeps us prisoner. Start by choosing to ignore her voice & choose  thoughts instead. pic.twitter.com/qQNAgbgC1I,"['#depressed', '#positive']",Nobody chooses to be #depressed. But we do have the power to choose how we deal with it. We can give in & let the black dog hound us.  Or we can choose to fight the inner b*tch that keeps us prisoner. Start by choosing to ignore her voice & choose #positive thoughts instead. pic.twitter.com/qQNAgbgC1I,0
178,1.1625E+18,1.1625E+18,8/16/2019,little_red2596,Sometimes I wonder if Tom Selleck ever thinks about me and then I remember that Tom Selleck has absolutely no idea who I am.,['#depressed'],Sometimes I wonder if Tom Selleck ever thinks about me and then I remember that Tom Selleck has absolutely no idea who I am. #DEPRESSED,0
180,1.16249E+18,1.16249E+18,8/16/2019,siddiqbetrayer,"If you cheat, you are trash. I don't care what the situation is, doesn't matter. Nobody deserves to fall asleep at night wondering why they weren't enough?? ",['#depressed'],"If you cheat, your trash. Idc what the situation is, doesn't matter. Nobody deserves to fall asleep at night wondering why they weren't enough?? #depressed",0
189,1.16246E+18,1.16246E+18,8/16/2019,semsannen_,"Since someone deactivated, i don't know who  So i m  now  Gonna ","['#depressed', '#deactivate']","Since someone deactivated, idk who  So im #Depressed now  Gonna #deactivate",0
192,1.16246E+18,1.16246E+18,8/16/2019,mozenkoffmich,How do u know if your  ?? Asking for a friend,['#depressed'],How do u know if your #depressed ?? Asking for a friend,0
198,1.16244E+18,1.16244E+18,8/16/2019,badassid,I’ve done enough today time 2 he,['#depressed'],I’ve done enough today time 2 he #depressed,0
201,1.16243E+18,1.16243E+18,8/16/2019,naveentp36cq,I am the writer of my own disasters,"['#thoughts', '#depressed']",I am the writer of my own disasters #thoughts #depressed,0
206,1.16241E+18,1.16241E+18,8/16/2019,trillasahbella,IN NEED OF My WAVES and little CURLS,['#depressed'],IN NEED OF MI WAVES N LIL CURLS #DEPRESSED,0
216,1.16239E+18,1.16239E+18,8/16/2019,richerd2020,of course my only follower unfollows,"['#byereina', '#depressed']",of course my only follower unfollows #byereina #depressed,0
218,1.16238E+18,1.16238E+18,8/16/2019,lowerdepression,"Older  people may have cognitive symptoms of recent onset, such as , and a more noticeable slowing of movements.","['#depressed', '#forgetfulness']","Older #depressed people may have cognitive symptoms of recent onset, such as #forgetfulness, and a more noticeable slowing of movements.",0
229,1.16236E+18,1.16236E+18,8/16/2019,joshlaioloplays,This is a tragic day lads ??   pic.twitter.com/QvHVGfnJFZ,"['#depressed', '#obiwan']",This is a tragic day lads ?? #depressed #ObiWan pic.twitter.com/QvHVGfnJFZ,0
234,1.16235E+18,1.16235E+18,8/16/2019,lowerdepression,"A  person may report multiple physical symptoms such as fatigue, headaches, or digestive problems.",['#depressed'],"A #Depressed person may report multiple physical symptoms such as fatigue, headaches, or digestive problems.",0
240,1.16234E+18,1.16234E+18,8/16/2019,lowerdepression,"Insomnia is common among the . In the typical pattern, a person wakes very early and cannot get back to sleep.",['#depressed'],"Insomnia is common among the #Depressed. In the typical pattern, a person wakes very early and cannot get back to sleep.",0
248,1.16229E+18,1.16229E+18,8/16/2019,wendy_ellas,A lot of people but they don't know me well.,"['#depressed', '#???????????']",A lot of people but they don't know me well. #depressed #???????????,1
251,1.16228E+18,1.16228E+18,8/16/2019,alttheoalt,EdGy DepReSsEd TeEnAgEr  blacked out my pfp  pic.twitter.com/bsqBWkKqZP,"['#depressed', '#newprofilepic']",EdGy DepReSsEd TeEnAgEr #depressed blacked out my pfp #NewProfilePic pic.twitter.com/bsqBWkKqZP,0
256,1.16225E+18,1.16225E+18,8/16/2019,darkymishi,so alone so tired so bored so ugly so depressed  so so so so so so,"['#depressed', '#sad', '#alone']",so alone so tired so bored so ugly so depressed  so so so so so so   #depressed #Sad #Alone,1
259,1.16224E+18,1.16224E+18,8/16/2019,gracie_m721,I looked for help and I got it. I looked for answers I found it. Now I need to find myself.,"['#searching', '#depressed']",I looked for help and I got it. I looked for answers I found it. Now I need to find myself.  #searching #depressed,1
260,1.16224E+18,1.16224E+18,8/16/2019,chrisbontheweb,"Starting to feel better but still probably take me a couple more days to get better as  moods do not go overnight, it sure as heck take some time.",['#depressed'],"Starting to feel better but still probably take me a couple more days to get better as #depressed moods do not go overnight, it sure as heck take some time.",1
262,1.16224E+18,1.16224E+18,8/16/2019,lisamonique_04,My man has been working out of town for a year already & I still cry every time he has to leave  :(,['#depressed'],My man has been working out of town for a year already & I still cry every time he has to leave #depressed :(,0
267,1.16223E+18,1.16223E+18,8/16/2019,alyssamnunez,my 8 year old cousin stopped sharing her location with me,['#depressed'],my 8 year old cousin stopped sharing her location with me #depressed,0
273,1.16221E+18,1.16221E+18,8/16/2019,mickirei,"When I don't have anything to distract me, I just find myself peering down the balcony and seeing my bloodied self on the ground.    ","['#depressed', '#stressed', '#alone']","When I don't have anything to distract me, I just find myself peering down the balcony and seeing my bloodied self on the ground.  #depressed #stressed #alone",1
274,1.16221E+18,1.16221E+18,8/16/2019,mickirei,"Smiling had been always natural for me. It was easy to conjure up on my face. Now it became one of the hardest things to do in my life, next to living.    ","['#depressed', '#stressed', '#alone']","Smiling had been always natural for me. It was easy to conjure up on my face. Now it became one of thw hardest things to do in my life, next to living.  #depressed #stressed #alone",1
275,1.16221E+18,1.16221E+18,8/16/2019,mickirei,"I always hated suicide. But now that I think about it, it seems comforting to try.    ","['#depressed', '#stressed', '#alone']","I always hated suicide. But now that I think about it, it seems comforting to try.  #depressed #stressed #alone",1
276,1.16221E+18,1.16221E+18,8/16/2019,mickirei,Sometimes I don't want to think because I know that my mind will definitely plunge into imagining the life that will never happen.,"['#depressed', '#stressed', '#alone']",Sometimes I don't want to think because I know that my mind will definitely plunge into imagining the life that will never happen.  #depressed #stressed #alone,1
277,1.16221E+18,1.16221E+18,8/16/2019,mickirei,"As a writer, it always hurts me to write happy endings when my life doesn't even have anything you can call happy since the beginning.    ","['#depressed', '#stressed', '#alone']","As a writer, it always hurts me to write happy endings when my life doesn't even have anything you can call happy since the beginning.  #depressed #stressed #alone",1
278,1.16221E+18,1.16221E+18,8/16/2019,mickirei,When you've forgotten how to speak when you haven't had anyone to listen to you for a long long time.,"['#depressed', '#stressed', '#alone']",When you've forgotten how to speak when you haven't had anyone to listen to you for a long long time.  #depressed #stressed #alone,1
279,1.16221E+18,1.16221E+18,8/16/2019,mickirei,I had everything and I have nothing.,"['#depressed', '#stressed', '#alone']",I had everything and I have nothing.  #depressed #stressed #alone,1
281,1.16221E+18,1.16221E+18,8/16/2019,mickirei,"The sad thing when you lie all the time is that when you say the truth, it always sounds like a lie even to yourself.    ","['#depressed', '#stressed', '#alone']","The sad thing when you lie all the time is that when you say the truth, it always sounds like a lie even to yourself.  #depressed #stressed #alone",0
282,1.16221E+18,1.16221E+18,8/16/2019,mickirei,"When you have gone through many betrayal and disappointments in your life, you realise that it's better to keep people a few feet away from you.    ","['#depressed', '#stressed', '#alone']","When you have gone through many betrayal and disappointments in your life, you realise that it's better to keep people a few feet away from you.  #depressed #stressed #alone",1
283,1.16221E+18,1.16221E+18,8/16/2019,mickirei,Silence might be suffocating and unbearable but you can't deny its comfort when you need it the most.,"['#depressed', '#stressed', '#alone']",Silence might be suffocating and unbearable but you can't deny its comfort when you need it the most.  #depressed #stressed #alone,1
287,1.16219E+18,1.16219E+18,8/16/2019,kyasarin_beech,"so like... i lost all my followers but when i press the thingy to show who i’m following and who my followers are, they’re all there...   Send help ?????   ","['#sendhelp', '#confused', '#depressed']","so like... i lost all my followers but when i press the thingy to show who i’m following and who my followers are, they’re all there...   Send help ????? #sendhelp #confused #depressed",0
309,1.16214E+18,1.16214E+18,8/15/2019,mojita99,"I was not, am nott and will not be enough ",['#depressed'],"I wasn’t, arent and won’t be enough #depressed",1
311,1.16212E+18,1.16212E+18,8/15/2019,rocktitman,hi sorry i’ve been so inactive lately i’ve been,['#depressed'],hi sorry i’ve been so inactive lately i’ve been #depressed,1
312,1.16211E+18,1.16211E+18,8/15/2019,julieburns1,Imagine having a figure like  ffs I’d never wear clothes! shes just bloody perfect - wish I hadn’t seen these photos    pic.twitter.com/EKeUu6aXvY,"['#michellekeegan', '#depressed']",Imagine having a figure like #MichelleKeegan ffs I’d never wear clothes! shes just bloody perfect - wish I hadn’t seen these photos  #depressed  pic.twitter.com/EKeUu6aXvY,0
315,1.16211E+18,1.16211E+18,8/15/2019,chrisbontheweb,I admit I have been  the last 24 hrs. I have barely been smiling and just cannot shake it right now.,['#depressed'],I admit I’ve been #depressed the last 24 hrs. I’ve barely been smiling and just cannot shake it right now.,1
316,1.16211E+18,1.16211E+18,8/15/2019,wendykazmi_,Never in my life have i ever been included. Then when I had my daughter i still never got included on my own 24.7 and now I have 2 kids still it happens to me.    pic.twitter.com/Bt9J2yE4Zz,"['#shitlife', '#depressed', '#alwaysalone']",Never in my life have i ever been included. Then when I had my daughter i still never got included on my own 24.7 and now I have 2 kids still it happens to me. #shitlife #depressed #alwaysalone pic.twitter.com/Bt9J2yE4Zz,1
319,1.1621E+18,1.1621E+18,8/15/2019,ficusmdd,i'd kill myself if it was that easy,"['#depressed', '#suicide']",i'd kill myself if it was that easy #depressed #suicide,1
322,1.16209E+18,1.16209E+18,8/15/2019,madboixd,"today I died to a mech in fortnite I'm  and , going to blAcK ouT my profile picture smh my head","['#sad', '#depressed']","today I died to a mech in fortnite I'm #sad and #depressed, going to blAcK ouT my profile picture smh my head",0
330,1.16208E+18,1.16208E+18,8/15/2019,lowerdepression," people may be preoccupied with thoughts of worthlessness, inappropriate guilt, helplessness, hopelessness, and self-hatred.",['#depressed'],"#Depressed people may be preoccupied with thoughts of worthlessness, inappropriate guilt, helplessness, hopelessness, and self-hatred.",0
331,1.16207E+18,1.16207E+18,8/15/2019,airunkilav,"I'm having a good day today, might have a terrible one tomorrow, but I just want to remember that at least I had a good day. It's so easy to forget  ","['#depressed', '#lonely']","I'm having a good day today, might have a terrible one tomorrow, but I just want to remember that at least I had a good day. It's so easy to forget #depressed #lonely",1
332,1.16207E+18,1.16207E+18,8/15/2019,airunkilav,I think depression and grief and anxiety and so many mental illnesses really are like the ocean. Sometimes it's a great day for swimming and sometimes the waves are knocking you flat. It never fully gets better. But try to hang on to the good days guys. I will too,['#depressed'],I think depression and grief and anxiety and so many mental illnesses really are like the ocean. Sometimes it's a great day for swimming and sometimes the waves are knocking you flat. It never fully gets better. But try to hang on to the good days guys. I will too #depressed,0
334,1.16207E+18,1.16207E+18,8/15/2019,imtiagocruz,Having depression is just like hell!!! Omg    pic.twitter.com/AeMNWwFdg8,"['#depression', '#depressed']",Having depression is just like hell!!! Omg #depression #depressed  pic.twitter.com/AeMNWwFdg8,1
338,1.16206E+18,1.16206E+18,8/15/2019,agnetafaltskog,"oh no  Benny’s “my love, my life” came on shuffle and I’m   pic.twitter.com/gg7pWVFvat",['#depressed'],"oh no  Benny’s “my love, my life” came on shuffle and I’m #depressed  pic.twitter.com/gg7pWVFvat",0
342,1.16205E+18,1.16205E+18,8/15/2019,airunkilav,"I feel like I broke myself. I feel fractured and tired and I can't stop blaming myself like a broken record. I'm finding it so difficult to just survive, but I am surviving and so are you. I guess we can do this   ","['#depressed', '#lonely', '#hopeful']","I feel like I broke myself. I feel fractured and tired and I can't stop blaming myself like a broken record. I'm finding it so difficult to just survive, but I am surviving and so are you. I guess we can do this #depressed #lonely #hopeful",1
343,1.16205E+18,1.16205E+18,8/15/2019,airunkilav,Thank you everyone for your support. I've been struggling with a lot and you've really helped me feel a bit more human and a bit less alone. I hope you guys are feeling less alone too,"['#lonely', '#depressed']",Thank you everyone for your support. I've been struggling with a lot and you've really helped me feel a bit more human and a bit less alone. I hope you guys are feeling less alone too #lonely #depressed,1
353,1.16202E+18,1.16202E+18,8/15/2019,fuckedupfranc,I am not even a nobody to anyone,"['#depressed', '#worthless']",I am not even a nobody to anyone  #depressed #worthless,1
354,1.16202E+18,1.16202E+18,8/15/2019,raputyd,You wanna know what is sad? Having a broken family while dealing with a broken heart.,['#depressed'],You wanna what is sad? Having a broken family while dealing with a broken heart. #Depressed,1
358,1.16201E+18,1.16201E+18,8/15/2019,joshuajosher,"Well, I just had the most depressing dream. It was when I finally found a beautiful girl to call my own, and we had a long, lovely kiss. ??  Only to discover.........it was only a dream. ??  Thank you, dream, for messing me up inside with a LIE!   ","['#depressed', '#alone']","Well, I just had the most depressing dream. It was when I finally found a beautiful girl to call my own, and we had a long, lovely kiss. ??  Only to discover.........it was only a dream. ??  Thank you, dream, for messing me up inside with a LIE!  #depressed #alone",1
363,1.16199E+18,1.16199E+18,8/15/2019,wenefrida6,"This morning I have got my anxiety, and it was so fucking sickkkk bro   pic.twitter.com/tOEuxQLIad",['#depressed'],"This morning I've got my anxiety, and it was so fucking sickkkk bro #depressed  pic.twitter.com/tOEuxQLIad",1
366,1.16199E+18,1.16199E+18,8/15/2019,captn_amerika,Ya girl was really excited to sign up for informed delivery through USPS so I could see what fun stuff was coming in the mail... plot twist it’s all just bills,"['#sad', '#depressed', '#poor']",Ya girl was really excited to sign up for informed delivery through USPS so I could see what fun stuff was coming in the mail... plot twist it’s all just bills #sad #depressed #poor,0
376,1.16196E+18,1.16196E+18,8/15/2019,hopelessnerd,"I hate Twitter. Anyone  or  today, here are my . pic.twitter.com/q6kKhO7MCR","['#annoyed', '#depressed', '#kittens']","I hate Twitter. Anyone #annoyed or #depressed today, here are my #kittens. pic.twitter.com/q6kKhO7MCR",0
386,1.16191E+18,1.16191E+18,8/15/2019,welcomedepress3,Dear Life: Please be gently to me.,"['#depressed', '#depresion']",Dear Life: Please be gently to me.  #depressed #Depresion,1
395,1.16188E+18,1.16188E+18,8/15/2019,brok3nhe4rted,"I almost died when i was a baby because i was in the womb for an additional month, i went  while in the womb and it burned my skin, went in my mouth and i stewed in it for a while. I had to be rushed to NICU and they put tubes in me. Sometimes i wish i didnt make it ",['#depressed'],"I almost died when i was a baby because i was in the womb for an additional month, i went #2 while in the womb and it burned my skin, went in my mouth and i stewed in it for a while. I had to be rushed to NICU and they put tubes in me. Sometimes i wish i didnt make it #depressed",1
398,1.16186E+18,1.16186E+18,8/15/2019,ccdp32944820,Why is it when girls got broken they cut their hair?   depression always got me here i ??,"['#broken', '#stress', '#depressed']",Why is it when girls got broken they cut their hair? Kawawa nman hair namin pag nasasaktan kami. Hays. #broken #stress #depressed depression always got me here i ??,1
